(527, False, 0, 527, 794)
(0, 10000)
(129, False, 0, 129, 672)
(201, True, 0, 201, 20)
(177, False, 0, 177, 823)
(784, False, 0, 784, 926)
(408, False, 0, 408, 924)
(102, False, 0, 102, 231)
(315, True, 0, 315, 84)
(971, True, 0, 971, 697)
(401, True, 0, 401, 386)
(864, True, 0, 864, 357)
(848, True, 0, 848, 761)
(753, True, 0, 753, 22)
(65, False, 0, 65, 932)
(529, True, 0, 529, 365)
(30, False, 0, 30, 819)
(453, True, 0, 453, 179)
(443, False, 0, 443, 924)
(733, True, 0, 733, 93)
(612, True, 0, 612, 585)
(628, False, 0, 628, 987)
(577, False, 0, 577, 591)
(124, False, 0, 124, 672)
(241, False, 0, 241, 473)
(82, False, 0, 82, 823)
(822, True, 0, 822, 464)
(514, True, 0, 514, 405)
(183, False, 0, 183, 802)
(740, True, 0, 740, 273)
(201, True, 0, 201, 132)
(284, False, 0, 284, 319)
(5, False, 0, 5, 560)
(239, False, 0, 239, 329)
(148, False, 0, 148, 498)
(979, True, 0, 979, 578)
(189, False, 0, 189, 262)
(550, True, 0, 550, 68)
(201, True, 0, 201, 178)
(863, True, 0, 863, 508)
(153, False, 0, 153, 262)
(920, False, 0, 920, 998)
(765, True, 0, 765, 676)
(839, True, 0, 839, 789)
(594, True, 0, 594, 78)
(263, False, 0, 263, 867)
(208, False, 0, 208, 370)
(441, False, 0, 441, 868)
(886, True, 0, 886, 255)
(738, True, 0, 738, 539)
(40, False, 0, 40, 368)
(133, False, 0, 133, 195)
(986, True, 0, 986, 99)
(436, False, 0, 436, 989)
(807, True, 0, 807, 167)
(595, True, 0, 595, 160)
(653, False, 0, 653, 959)
(247, False, 0, 247, 380)
(859, True, 0, 859, 796)
(328, False, 0, 328, 657)
(866, True, 0, 866, 842)
(372, False, 0, 372, 867)
(617, True, 0, 617, 247)
(273, False, 0, 273, 356)
(622, True, 0, 622, 511)
(947, True, 0, 947, 68)
(214, False, 0, 214, 762)
(684, False, 0, 684, 801)
(821, False, 0, 821, 980)
(352, False, 0, 352, 417)
(999, True, 0, 999, 631)
(208, False, 0, 208, 641)
(632, True, 0, 632, 624)
(944, True, 0, 944, 936)
(705, False, 0, 705, 922)
(736, True, 0, 736, 148)
(338, False, 0, 338, 430)
(703, False, 0, 703, 889)
(822, True, 0, 822, 699)
(493, True, 0, 493, 479)
(868, True, 0, 868, 3)
(693, False, 0, 693, 923)
(879, True, 0, 879, 429)
(357, False, 0, 357, 614)
(794, True, 0, 794, 70)
(765, False, 0, 765, 778)
(702, False, 0, 702, 876)
(154, False, 0, 154, 809)
(398, True, 0, 398, 336)
(39, False, 0, 39, 552)
(264, False, 0, 264, 532)
(238, True, 0, 238, 135)
(386, True, 0, 386, 165)
(792, True, 0, 792, 374)
(505, False, 0, 505, 944)
(249, True, 0, 249, 17)
(177, False, 0, 177, 840)
(489, False, 0, 489, 490)
(633, True, 0, 633, 463)
(361, True, 0, 361, 213)
(39, False, 0, 39, 357)
(410, False, 0, 410, 840)
(979, True, 0, 979, 231)
(718, False, 0, 718, 911)
(859, True, 0, 859, 587)
(45, False, 0, 45, 440)
(976, True, 0, 976, 524)
(306, True, 0, 306, 237)
(420, False, 0, 420, 833)
(50, False, 0, 50, 889)
(883, True, 0, 883, 23)
(977, True, 0, 977, 514)
(548, True, 0, 548, 203)
(986, True, 0, 986, 725)
(906, True, 0, 906, 836)
(223, False, 0, 223, 854)
(82, True, 0, 82, 82)
(275, False, 0, 275, 872)
(442, False, 0, 442, 608)
(855, True, 0, 855, 551)
(569, False, 0, 569, 747)
(580, True, 0, 580, 363)
(335, False, 0, 335, 548)
(211, False, 0, 211, 704)
(72, False, 0, 72, 613)
(631, False, 0, 631, 781)
(689, True, 0, 689, 475)
(254, False, 0, 254, 812)
(697, True, 0, 697, 580)
(942, True, 0, 942, 353)
(520, False, 0, 520, 842)
(995, True, 0, 995, 547)
(559, False, 0, 559, 726)
(202, False, 0, 202, 919)
(912, False, 0, 912, 961)
(925, True, 0, 925, 838)
(375, True, 0, 375, 246)
(116, False, 0, 116, 728)
(190, False, 0, 190, 280)
(384, False, 0, 384, 521)
(54, False, 0, 54, 603)
(616, True, 0, 616, 94)
(3, False, 0, 3, 85)
(894, True, 0, 894, 47)
(699, True, 0, 699, 568)
(395, False, 0, 395, 799)
(407, False, 0, 407, 575)
(643, True, 0, 643, 155)
(741, True, 0, 741, 190)
(998, True, 0, 998, 714)
(429, False, 0, 429, 930)
(731, True, 0, 731, 132)
(747, True, 0, 747, 481)
(568, True, 0, 568, 86)
(666, True, 0, 666, 638)
(732, True, 0, 732, 149)
(46, False, 0, 46, 517)
(546, False, 0, 546, 708)
(516, True, 0, 516, 51)
(641, True, 0, 641, 81)
(512, False, 0, 512, 864)
(822, False, 0, 822, 995)
(91, False, 0, 91, 593)
(502, False, 0, 502, 541)
(287, False, 0, 287, 574)
(364, True, 0, 364, 131)
(252, True, 0, 252, 0)
(427, False, 0, 427, 438)
(669, False, 0, 669, 772)
(431, False, 0, 431, 553)
(133, False, 0, 133, 276)
(127, True, 0, 127, 2)
(462, False, 0, 462, 976)
(236, False, 0, 236, 295)
(513, False, 0, 513, 982)
(805, False, 0, 805, 989)
(194, True, 0, 194, 2)
(885, True, 0, 885, 516)
(532, True, 0, 532, 69)
(91, False, 0, 91, 779)
(706, False, 0, 706, 955)
(344, False, 0, 344, 873)
(967, True, 0, 967, 385)
(599, True, 0, 599, 40)
(550, True, 0, 550, 396)
(979, True, 0, 979, 150)
(166, False, 0, 166, 415)
(671, True, 0, 671, 431)
(35, False, 0, 35, 552)
(721, True, 0, 721, 431)
(836, True, 0, 836, 180)
(456, False, 0, 456, 576)
(226, True, 0, 226, 65)
(127, False, 0, 127, 617)
(796, True, 0, 796, 236)
(240, False, 0, 240, 494)
(782, True, 0, 782, 241)
(839, True, 0, 839, 668)
(18, False, 0, 18, 205)
(152, False, 0, 152, 158)
(764, True, 0, 764, 275)
(157, False, 0, 157, 584)
(6, False, 0, 6, 26)
(790, True, 0, 790, 636)
(809, True, 0, 809, 372)
(867, True, 0, 867, 547)
(935, True, 0, 935, 660)
(846, True, 0, 846, 805)
(483, False, 0, 483, 828)
(419, False, 0, 419, 576)
(223, False, 0, 223, 978)
(44, False, 0, 44, 56)
(642, True, 0, 642, 310)
(868, True, 0, 868, 663)
(526, True, 0, 526, 221)
(745, True, 0, 745, 674)
(2, False, 0, 2, 181)
(878, True, 0, 878, 548)
(986, True, 0, 986, 979)
(639, True, 0, 639, 570)
(45, False, 0, 45, 734)
(174, True, 0, 174, 54)
(537, True, 0, 537, 466)
(383, False, 0, 383, 559)
(573, True, 0, 573, 223)
(818, False, 0, 818, 886)
(980, True, 0, 980, 859)
(693, True, 0, 693, 350)
(152, True, 0, 152, 82)
(570, False, 0, 570, 603)
(550, False, 0, 550, 877)
(426, False, 0, 426, 621)
(151, False, 0, 151, 367)
(262, False, 0, 262, 893)
(614, True, 0, 614, 115)
(251, False, 0, 251, 281)
(762, True, 0, 762, 395)
(240, False, 0, 240, 733)
(666, True, 0, 666, 434)
(475, True, 0, 475, 80)
(346, False, 0, 346, 986)
(769, True, 0, 769, 670)
(691, False, 0, 691, 862)
(801, False, 0, 801, 809)
(581, True, 0, 581, 102)
(574, True, 0, 574, 523)
(616, True, 0, 616, 240)
(70, False, 0, 70, 556)
(145, False, 0, 145, 876)
(566, True, 0, 566, 465)
(938, True, 0, 938, 209)
(767, True, 0, 767, 493)
(559, True, 0, 559, 103)
(576, True, 0, 576, 75)
(743, True, 0, 743, 404)
(156, False, 0, 156, 662)
(621, False, 0, 621, 638)
(947, True, 0, 947, 794)
(78, False, 0, 78, 324)
(809, True, 0, 809, 162)
(113, False, 0, 113, 532)
(549, False, 0, 549, 917)
(77, False, 0, 77, 222)
(99, False, 0, 99, 874)
(205, False, 0, 205, 614)
(503, True, 0, 503, 35)
(480, True, 0, 480, 347)
(301, True, 0, 301, 293)
(978, True, 0, 978, 973)
(498, True, 0, 498, 144)
(632, True, 0, 632, 234)
(849, True, 0, 849, 378)
(292, True, 0, 292, 2)
(7, False, 0, 7, 462)
(693, True, 0, 693, 114)
(103, False, 0, 103, 789)
(515, False, 0, 515, 575)
(679, False, 0, 679, 743)
(412, True, 0, 412, 132)
(226, False, 0, 226, 717)
(7, False, 0, 7, 725)
(280, False, 0, 280, 962)
(106, True, 0, 106, 65)
(68, False, 0, 68, 71)
(806, False, 0, 806, 890)
(9, False, 0, 9, 497)
(519, False, 0, 519, 732)
(286, False, 0, 286, 567)
(357, False, 0, 357, 825)
(397, False, 0, 397, 492)
(40, False, 0, 40, 890)
(613, True, 0, 613, 363)
(266, True, 0, 266, 123)
(979, True, 0, 979, 385)
(282, False, 0, 282, 752)
(252, True, 0, 252, 41)
(92, False, 0, 92, 281)
(0, False, 0, 0, 791)
(233, False, 0, 233, 957)
(623, True, 0, 623, 430)
(25, False, 0, 25, 472)
(101, True, 0, 101, 90)
(783, True, 0, 783, 684)
(786, True, 0, 786, 764)
(502, True, 0, 502, 79)
(989, True, 0, 989, 193)
(792, False, 0, 792, 870)
(861, True, 0, 861, 326)
(702, True, 0, 702, 109)
(917, True, 0, 917, 717)
(484, True, 0, 484, 405)
(187, False, 0, 187, 230)
(540, True, 0, 540, 472)
(694, True, 0, 694, 540)
(816, True, 0, 816, 73)
(386, False, 0, 386, 422)
(120, False, 0, 120, 486)
(660, True, 0, 660, 27)
(162, False, 0, 162, 167)
(522, True, 0, 522, 36)
(328, False, 0, 328, 757)
(604, True, 0, 604, 345)
(122, False, 0, 122, 914)
(932, True, 0, 932, 379)
(469, True, 0, 469, 178)
(676, True, 0, 676, 483)
(177, False, 0, 177, 797)
(585, True, 0, 585, 440)
(420, False, 0, 420, 970)
(466, False, 0, 466, 963)
(73, False, 0, 73, 444)
(462, False, 0, 462, 923)
(736, True, 0, 736, 732)
(183, False, 0, 183, 585)
(665, False, 0, 665, 885)
(420, True, 0, 420, 196)
(945, True, 0, 945, 374)
(669, True, 0, 669, 490)
(727, True, 0, 727, 479)
(323, False, 0, 323, 616)
(592, True, 0, 592, 487)
(421, False, 0, 421, 864)
(681, True, 0, 681, 182)
(499, True, 0, 499, 266)
(529, False, 0, 529, 759)
(350, True, 0, 350, 222)
(943, True, 0, 943, 561)
(530, True, 0, 530, 309)
(800, True, 0, 800, 799)
(655, True, 0, 655, 347)
(860, True, 0, 860, 827)
(797, False, 0, 797, 952)
(301, False, 0, 301, 463)
(192, False, 0, 192, 857)
(386, False, 0, 386, 404)
(67, False, 0, 67, 96)
(481, True, 0, 481, 471)
(170, True, 0, 170, 83)
(300, False, 0, 300, 658)
(345, False, 0, 345, 704)
(199, False, 0, 199, 531)
(486, True, 0, 486, 273)
(622, True, 0, 622, 398)
(809, True, 0, 809, 711)
(514, True, 0, 514, 121)
(39, False, 0, 39, 107)
(332, False, 0, 332, 637)
(360, True, 0, 360, 56)
(71, False, 0, 71, 177)
(386, False, 0, 386, 889)
(781, True, 0, 781, 513)
(804, True, 0, 804, 198)
(735, True, 0, 735, 473)
(582, True, 0, 582, 125)
(517, True, 0, 517, 83)
(284, True, 0, 284, 112)
(409, True, 0, 409, 298)
(185, False, 0, 185, 190)
(846, False, 0, 846, 927)
(218, False, 0, 218, 305)
(740, True, 0, 740, 67)
(677, False, 0, 677, 929)
(116, False, 0, 116, 699)
(265, False, 0, 265, 485)
(216, False, 0, 216, 806)
(88, True, 0, 88, 28)
(473, True, 0, 473, 160)
(618, True, 0, 618, 71)
(915, True, 0, 915, 87)
(892, True, 0, 892, 461)
(733, True, 0, 733, 162)
(710, False, 0, 710, 814)
(546, True, 0, 546, 105)
(79, False, 0, 79, 728)
(746, True, 0, 746, 383)
(866, True, 0, 866, 826)
(89, False, 0, 89, 721)
(123, False, 0, 123, 299)
(901, True, 0, 901, 212)
(4, False, 0, 4, 420)
(687, True, 0, 687, 484)
(903, True, 0, 903, 311)
(597, False, 0, 597, 665)
(11, False, 0, 11, 143)
(372, False, 0, 372, 492)
(859, False, 0, 859, 898)
(167, False, 0, 167, 286)
(402, True, 0, 402, 227)
(858, False, 0, 858, 940)
(782, True, 0, 782, 454)
(750, False, 0, 750, 834)
(579, False, 0, 579, 755)
(592, True, 0, 592, 504)
(177, False, 0, 177, 814)
(991, True, 0, 991, 343)
(699, False, 0, 699, 965)
(149, False, 0, 149, 247)
(953, False, 0, 953, 967)
(174, False, 0, 174, 829)
(456, False, 0, 456, 687)
(391, False, 0, 391, 402)
(515, True, 0, 515, 471)
(109, False, 0, 109, 474)
